iter	RMSE
609	470.0807766
610	469.766177
611	469.5911697
612	469.5786105
613	469.4600802
614	469.3378293
615	469.1894367
616	468.6025632
617	468.0517264
618	467.6696273
619	467.537599
620	467.3629901
621	467.2200956
622	466.930582
623	466.8269286
624	466.7861843
625	466.1449765
626	465.9748814
627	465.5371572
628	465.4729973
629	465.09723
630	464.9347406
631	464.8604224
632	464.4234389
633	464.1713332
634	463.9443124
635	463.7250687
636	463.5722893
637	463.4817545
638	462.8428202
639	462.2491524
640	461.9565837
641	461.5598477
642	461.1465459
643	460.8537935
644	460.5906729
645	460.4085659
646	460.2776258
647	460.074704
648	460.0010739
649	459.7788454
650	459.5704399
651	459.3936923
652	458.8931452
653	458.6074568
654	458.1153518
655	457.9949532
656	457.7474937
657	457.5643913
658	457.4337419
659	457.3689551
660	456.781587
661	456.7641164
662	456.5215227
663	456.3599589
664	455.7144853
665	455.657291
666	455.2983555
667	455.2193945
668	454.9354772
669	453.6687993
670	453.393805
671	453.3216438
672	453.2029613
673	452.9825451
674	452.8857379
675	452.4696763
676	452.1896763
677	451.9927121
678	451.7696002
679	451.6287151
680	451.0609071
681	450.6621747
682	450.2832709
683	449.8668553
684	449.6880257
685	449.6069156
686	449.231694
687	449.0725828
688	448.8166813
689	448.5578771
690	448.4139042
691	448.1702647
692	447.5682212
693	447.4251278
694	446.9898649
695	446.7506691
696	446.5135505
697	446.3635475
698	446.1001935
699	445.9619822
700	445.8447485
701	445.6940949
702	445.5617538
703	445.3356836
704	444.9124759
705	444.4845693
706	443.898658
707	443.5086275
708	443.2850761
709	443.0885244
710	442.9211443
711	442.7139649
712	442.4850556
713	442.3130243
714	442.1960507
715	441.7738962
716	441.6886354
717	441.3456233
718	441.2853028
719	441.0604108
720	440.5811348
721	440.5395478
722	440.0515677
723	439.8436953
724	439.5351459
725	439.3645617
726	439.062952
727	438.8740469
728	438.5202886
729	438.4642629
730	437.5893942
731	437.3435162
732	437.2246814
733	436.8680692
734	436.7531991
735	436.3607269
736	436.196354
737	435.725288
738	435.4631211
739	435.4272843
740	435.3498697
741	435.251691
742	434.9865422
743	434.7386081
744	434.5798149
745	434.5399263
746	434.4742722
747	434.2251316
748	433.7743494
749	433.6869107
750	433.3950548
751	433.3072839
752	432.9876643
753	432.8512281
754	432.551687
755	432.2386659
756	431.763581
757	431.4593703
758	431.2309348
759	431.1379004
760	430.8784032
761	430.5403569
762	430.2279699
763	429.9118867
764	429.4572046
765	429.246818
766	429.1440557
767	428.9926353
768	428.6550633
769	428.3737713
770	428.2465577
771	427.791641
772	427.1273866
773	426.8799276
774	426.6751131
775	426.6383937
776	426.3461566
777	425.4270651
778	425.0672027
779	424.9047799
780	424.845387
781	424.8028791
782	424.7018044
783	424.4912185
784	424.3970923
785	424.0604243
786	423.9589761
787	423.9169913
788	423.7092406
789	423.5223558
790	423.3443962
791	422.9579085
792	422.6977349
793	422.5233711
794	422.3118452
795	422.2120587
796	421.925986
797	421.7536687
798	421.5485428
799	421.2688069
